EP ID,Home LC,Home MC,Home Region,Host LC,Host MC,Host Region,Date Break RE
b6a4262d8a75c359c95eed8d570da57e,WASHINGTON DC,United States,Americas,USMA,Panama,Americas,2020-04-05 02:06
7c69e9e7a3ef8da21e1e069dbc97e61c,PASTO,Colombia,Americas,La Laguna,Mexico,Americas,2020-06-05 01:17
b81a3dd2f5caee099277f8c3f55b90ed,Universidad San Marcos,Peru,Americas,VITÓRIA,Brazil,Americas,2020-05-24 03:10
65b1d432df73d4c739b9833fbd52839f,Universidad San Marcos,Peru,Americas,BAURU,Brazil,Americas,2020-04-01 02:19
bbcab56ec01b10174dc44eb281290e9b,RECIFE,Brazil,Americas,UP,Mexico,Americas,2020-06-25 06:48
5ae9bc1d0134bc40106c95b62887b875,TEC,Costa Rica,Americas,UP,Mexico,Americas,2020-06-12 15:51
143167a078d615560c637229e57ce6c0,BELO HORIZONTE,Brazil,Americas,DEBRECEN,Hungary,Europe,2020-02-11 19:40
50386b835dad75dd8bf4c96a87306fd7,FORTALEZA,Brazil,Americas,GRONINGEN,The Netherlands,Europe,2020-04-28 01:39
6dd35d78e7d77f704f7080af6d99d92b,UPB,Colombia,Americas,MC CHILE,Chile,Americas,2020-08-25 12:47
39c78cbe1dddca49a1e252c29143d5de,Mumbai,India,Asia Pacific,MIAMI FLORIDA,United States,Americas,2020-04-11 04:34
f947eed7702c662585b539c49bd536ed,FRANKFURT (MAIN),Germany,Europe,MANAUS,Brazil,Americas,2020-04-10 22:45
5adbb64df231fabcf8c086ba342744f1,VIÇOSA,Brazil,Americas,Nordeste,Argentina,Americas,2020-03-04 05:17
58575854664a8aff31f72dcb9651e6c0,REGENSBURG,Germany,Europe,FTU Hanoi,VIETNAM,Asia Pacific,2020-03-20 18:11
905e8ef13388767c527f33c0bf7b787f,BRASÍLIA,Brazil,Americas,ANDES,Colombia,Americas,2020-03-15 05:17
27c5e937cc6e90afc33cdebbef718bca,BRASÍLIA,Brazil,Americas,ANDES,Colombia,Americas,2020-03-15 05:17
66007075f062a0b02d29c6ca27f01c4a,ARACAJU,Brazil,Americas,Lima,Peru,Americas,2020-02-06 04:31
00ec4cd1ead63aa1658a4749f3691d25,ARACAJU,Brazil,Americas,GUC,Egypt,Middle East and Africa,2020-02-09 13:16
d504b2aefa8aba91252a24c0c332f9e0,Occidente,Costa Rica,Americas,SANTOS,Brazil,Americas,2020-01-24 21:53
3e913dd173b4f2ac321cea9295b50d34,LIMEIRA,Brazil,Americas,Córdoba,Argentina,Americas,2020-02-22 00:54
c81c446c74481dc403894109f375545e,USP,Brazil,Americas,Piura,Peru,Americas,2020-01-28 04:19
988312de50064894b7ad11e58d286a5c,CARTAGENA,Colombia,Americas,ABC,Brazil,Americas,2020-05-11 07:32
fe467028d717ab5af595b43db24a2405,JOINVILLE,Brazil,Americas,MONTERIA,Colombia,Americas,2020-04-05 16:23
342e3cd1401b70dca893c83cba28fff8,Chennai,India,Asia Pacific,SAN JOSE,United States,Americas,2020-04-11 04:34
25770201ec4e2620bafc9cf6be870bfe,Rosario (Argentina),Argentina,Americas,GOIANIA,Brazil,Americas,2020-02-05 02:32
bb6cd037685ef147ad534223905a63df,UCC (University of Cape Coast),Ghana,Middle East and Africa,Taiwan NTHU,Taiwan,Asia Pacific,2020-09-13 18:01
3f45622425449a7bd27164e3299f5ec3,HADRUMET,Tunisia,Middle East and Africa,Odense,Denmark,Europe,2020-02-17 04:01
4750013c5816803ecc825e7aaa9f5318,COIMBRA NEFE,Portugal,Europe,CALGARY,Canada,Americas,2020-04-12 21:01
7a05f883062a4930f29c534bb15490d1,University of Southern California (USC),United States,Americas,MUENCHEN,Germany,Europe,2020-04-29 04:26
767f82df82c5da0da6fc5b5b7ce78987,Tec Toluca,Mexico,Americas,Mansoura,Egypt,Middle East and Africa,2020-01-22 19:41
5f0b9bbb91ef77aa5a85e09dd7fc8fe2,Tampico,Mexico,Americas,"SPUEF, Saint-Petersburg",Russia,Europe,2020-05-16 19:23
bedc18fa9839145730c295b3907243c6,Tacapes,Tunisia,Middle East and Africa,LISBOA NOVA,Portugal,Europe,2020-03-11 15:51
4635d1e288bb8cf9f828cb430b96d9f5,VINNYTSIA,Ukraine,Europe,LISBOA NOVA,Portugal,Europe,2020-03-27 21:19
ab8366de742b47e7c30b06f40ac6a619,SAO CARLOS,Brazil,Americas,Trujillo,Peru,Americas,2020-02-28 02:59
82b96ed02ecf6ffe14522b006ba2b4c7,MEDINA,Tunisia,Middle East and Africa,BREMEN,Germany,Europe,2020-04-17 23:27
14f3eea3b3637502b9a7dae61ba73511,RUSPINA,Tunisia,Middle East and Africa,BRASÍLIA,Brazil,Americas,2020-02-25 08:25
ad685c356e0dc5973a76219338f35c96,JOINVILLE,Brazil,Americas,MONTERIA,Colombia,Americas,2020-04-05 16:22
8555c8989257a2c3d614fb625ebb4fa0,CURITIBA,Brazil,Americas,ISTANBUL,Turkey,Europe,2020-04-28 01:42
d1cd7055b7dde75c252da6ae89084e92,PELOTAS,Brazil,Americas,La Salle,Mexico,Americas,2020-02-19 07:21
e5370e969eeacf23a951eadeadda3d3b,VITÓRIA,Brazil,Americas,ISTANBUL WEST,Turkey,Europe,2020-02-21 23:25
9f9a85808ac91ac355f941dd6e93e021,Thammasat University,Thailand,Asia Pacific,Taiwan NCHU,Taiwan,Asia Pacific,2020-04-16 18:33
7790457f26372c83579e376805856095,Thammasat University,Thailand,Asia Pacific,Wroclaw UT,Poland,Europe,2020-04-17 16:02
0bda797be2c114afafd0d724fbae2295,Manabi,Ecuador,Americas,BUCARAMANGA,Colombia,Americas,2020-04-01 04:36
33864707287c55da61e2a53b42e17c1f,VITÓRIA,Brazil,Americas,ISTANBUL WEST,Turkey,Europe,2020-04-02 04:38
2c4a2e49cf4247acff475ebba4154bde,ANKARA,Turkey,Europe,Budapest Business School - KVIK,Hungary,Europe,2020-04-08 02:06
fb69e58d061bae58a530fdd916a096ba,Lima,Peru,Americas,FORTALEZA,Brazil,Americas,2020-02-26 08:09
1890024eb12834cc81b90ff071c7ddf2,Rosario (Argentina),Argentina,Americas,Icesi (Cali),Colombia,Americas,2020-03-31 03:53
cd15d52043f86d5c0a4cc94165d9f4c7,RECIFE,Brazil,Americas,ISTANBUL ASIA,Turkey,Europe,2020-03-23 18:32
4ccca602b9793c664680ebf531370f7d,Casablanca,Morocco,Middle East and Africa,Jalandhar,India,Asia Pacific,2020-05-27 22:48
dff009809087c181c52c1f0df8ecc9c2,GRONINGEN,The Netherlands,Europe,NEW YORK CITY,United States,Americas,2020-04-11 04:36
8958af2dbf6680ddd9dd3a43f73e7c71,RIO DE JANEIRO,Brazil,Americas,Mumbai,India,Asia Pacific,2020-05-30 01:12
38086e305dc3546723c052480ac52df9,BELO HORIZONTE,Brazil,Americas,VILNIUS,Lithuania,Europe,2020-04-06 16:18
600bbec468cab12562ab199fb6e1a970,UNAM,Mexico,Americas,AIESEC en Balboa,Panama,Americas,2020-04-12 06:09
0c88f5623f9d60c1dee298f8cf2b40d6,PELOTAS,Brazil,Americas,Nordeste,Argentina,Americas,2020-01-26 04:42
2d740ddca564721a39cecdcb052ddd84,CURITIBA,Brazil,Americas,UMINHO,Portugal,Europe,2020-03-11 15:57
b1558718d9336ef16748662cfc0541d9,CURITIBA,Brazil,Americas,EDMONTON,Canada,Americas,2020-04-07 08:29
953ac2019bbff024a481d61f88758877,Salta,Argentina,Americas,UCR,Costa Rica,Americas,2020-05-10 02:56
4a705bc3418b7278201077fef381329c,NUERNBERG,Germany,Europe,VITÓRIA,Brazil,Americas,2020-04-13 19:23
06ee2cc5585b5f66fff1b9f4b4f78ada,CURITIBA,Brazil,Americas,KRAKOW,Poland,Europe,2020-02-02 19:48
88389eab523cbf695118eb26f072be14,MARINGÁ,Brazil,Americas,PITESTI,Romania,Europe,2020-03-09 05:54
7926cdd195310c81cf0b795439aa4025,Santiago del Estero,Argentina,Americas,JOAO PESSOA,Brazil,Americas,2020-04-02 15:11
e4186161b07c6572ebe1a476313055d6,PELOTAS,Brazil,Americas,ANKARA,Turkey,Europe,2020-01-31 06:32
c40ef39bac0390ba8004de2e5bd087f5,PELOTAS,Brazil,Americas,ANKARA,Turkey,Europe,2020-01-31 06:40
1c2799646c17d4b3f63105b5a5d5ce51,UNAM,Mexico,Americas,ESKISEHIR,Turkey,Europe,2020-05-18 03:58
c107dd534b8e06421e51f626f98e1f1e,DARMSTADT,Germany,Europe,Budapest Business School - KVIK,Hungary,Europe,2020-04-06 18:40
1ca1f109fac3534e9c527ba22f401e98,UTRECHT,The Netherlands,Europe,UCR,Costa Rica,Americas,2020-03-27 01:28
b35f2de11b386ce5775aff87c40368f2,Thammasat University,Thailand,Asia Pacific,"Mainland of China, Member Committee",Mainland of China,Asia Pacific,2020-03-24 14:44
496df36e645bf7c12e982ad0d3992e8f,Carthage,Tunisia,Middle East and Africa,Mansoura,Egypt,Middle East and Africa,2020-04-08 12:57
514b4fe631236a9cff9203ea09a2fcf0,GAZIANTEP,Turkey,Europe,Mansoura,Egypt,Middle East and Africa,2020-01-22 19:38
0275f19e77ab4a40a6b789f185c85eeb,-,Bangladesh,Asia Pacific,Chennai,India,Asia Pacific,2020-05-27 20:22
24e39b56e895e8631ba1f656efe10ca5,VIÇOSA,Brazil,Americas,Lisboa ISCTE,Portugal,Europe,2020-02-02 19:59
b4d14b17fb362d8318a20ac47a92496e,VIÇOSA,Brazil,Americas,Lisboa ISCTE,Portugal,Europe,2020-02-02 19:57
53a0559db21b72f3219ee0df80e32deb,Benak,Algeria,Middle East and Africa,Mansoura,Egypt,Middle East and Africa,2020-03-21 00:46
056c898a6f8565a3b0dd9792bcc07b19,MC TUNISIA (Virtual Expansion),Tunisia,Middle East and Africa,Mansoura,Egypt,Middle East and Africa,2020-03-26 14:50
935c2700cacea6788550227dec8a6dbb,LISBOA ISEG,Portugal,Europe,NKUA,Greece,Europe,2020-03-28 16:55
4f5d1f90d88db663926bddbac2735dc0,JENA,Germany,Europe,Jaipur,India,Asia Pacific,2020-05-08 02:59
9e254da65901c697a8eee5e03c36546c,VIÇOSA,Brazil,Americas,UMINHO,Portugal,Europe,2020-03-11 15:53
a62356c90ff05b753bf882cfd0d2c962,MAASTRICHT,The Netherlands,Europe,MC uganda,Uganda,Middle East and Africa,2020-04-03 14:48
91890bb7af54bb5c053b7f69d9f77201,VIENNA WU,Austria,Europe,WASHINGTON DC,United States,Americas,2020-04-18 23:02
30feda6fcdea7df9fb8abfe7e1f1b5d7,Manabi,Ecuador,Americas,Sonora,Mexico,Americas,2020-05-27 02:53
256351b1f268dd241dfffa9b93b21004,BELO HORIZONTE,Brazil,Americas,LISBOA NOVA,Portugal,Europe,2020-04-03 01:40
c988ebc0e1aa19b8056d740829c2a9d5,Piraeus UNIPI (Athens),Greece,Europe,Cairo University,Egypt,Middle East and Africa,2020-03-29 21:51
7f42d093bb6ee85f9424892ee7e293f1,Rabat,Morocco,Middle East and Africa,GAZIANTEP,Turkey,Europe,2020-03-05 17:29
cf42faf3a7c034da97f5fd0319eb9f72,SOROCABA,Brazil,Americas,Nordeste,Argentina,Americas,2020-03-04 05:18
656b34d33058c89d5c717319a67ff74e,Mendoza,Argentina,Americas,ABC,Brazil,Americas,2020-02-23 09:10
71e08e3025f80d015151ec3735f77b47,URP,Peru,Americas,TERESINA,Brazil,Americas,2020-03-20 03:59
ae09480272d865d59bfe0f395cb3e012,Guadalajara,Mexico,Americas,Occidente,Costa Rica,Americas,2020-01-26 23:15
7c1ab3994561bc0cac447a988713f590,BELO HORIZONTE,Brazil,Americas,MUENCHEN,Germany,Europe,2020-04-07 08:28
d2ecabd093d766e48b976a89206d483c,Lima,Peru,Americas,ITAM,Mexico,Americas,2020-02-23 09:16
544b0f0f316c63b613da52e70d305be1,REGENSBURG,Germany,Europe,Fez,Morocco,Middle East and Africa,2020-03-29 20:02
1ac145f029d85dc461f03d7682371952,MUENSTER,Germany,Europe,NAPOLI FEDERICO II,Italy,Europe,2020-04-06 18:50
44b8464d39c167851eba7700a813ddc0,Entre Ríos,Argentina,Americas,BLUMENAU,Brazil,Americas,2020-07-08 04:25
a45c401cf6e6a2beb392286b82fbc0a9,UNAM,Mexico,Americas,MC Costa Rica,Costa Rica,Americas,2020-03-26 05:56
278669cc56e252a3d129942ce067eead,Cusco,Peru,Americas,Ciudad Juárez,Mexico,Americas,2020-05-01 02:32
c11af20424af303360c2262612f79964,Cusco,Peru,Americas,Ciudad Juárez,Mexico,Americas,2020-05-01 02:32
1a8f159f780175c673393063dd4b6eab,MUENSTER,Germany,Europe,SAUT,Tanzania,Middle East and Africa,2020-04-07 19:47
1ec2b4e7ca94b8f416764d75c7b60623,MUENSTER,Germany,Europe,SAUT,Tanzania,Middle East and Africa,2020-04-07 19:47
d7f3de6d00f234255255985c182b21c5,BELO HORIZONTE,Brazil,Americas,SAN JOSE,United States,Americas,2020-03-31 02:31
71820cb0cffccdce26196b8088cd8548,Cusco,Peru,Americas,Ciudad Juárez,Mexico,Americas,2020-05-01 02:49
ebb68af6f1b2004ca50f81351e80d447, Huanuco,Peru,Americas,UNAM,Mexico,Americas,2020-05-07 05:31
702273b5b4038c445f08f955bf5d682d,REGENSBURG,Germany,Europe,Santa Marta,Colombia,Americas,2020-04-12 21:11
a273f9f72e1470eaa9de9e1d851fd811,ANDES,Colombia,Americas,ISTANBUL WEST,Turkey,Europe,2020-02-10 15:54
da051630f8f20e4b3d1e758a55bf1f57,ESPE,Ecuador,Americas,PELOTAS,Brazil,Americas,2020-04-02 15:21
92ff00afcebf8a9b091d100e87d32779,SANTA MARIA,Brazil,Americas,Icesi (Cali),Colombia,Americas,2020-02-06 19:02
ca0f26c5528348c93c9fc48e679e4cfc,Neuquén,Argentina,Americas,VALE DO SAO FRANCISCO,Brazil,Americas,2020-05-31 15:11
0314cb954363aaeb27dbfee3947317c3,KOELN,Germany,Europe,Mumbai,India,Asia Pacific,2020-03-21 07:37
7ba81db6fa86e4d90e00bb85157170f3,Icesi (Cali),Colombia,Americas,LSE,United Kingdom,Europe,2020-07-04 07:10
3a52c5a92d16664a6cd71578d076f2df,Tacapes,Tunisia,Middle East and Africa,Hyderabad,India,Asia Pacific,2020-02-29 13:44
f749bf3cb841eaedbe95dab129c3aaf9,Lyon,France,Europe,FLORIANÓPOLIS,Brazil,Americas,2020-04-04 04:35
3047c560bee6636cc61efc9444fa7e29,Lima,Peru,Americas,CURITIBA,Brazil,Americas,2020-05-07 00:50
f360a890da74a5bd476e9562b85b5b06,REGENSBURG,Germany,Europe,VITÓRIA,Brazil,Americas,2020-03-22 15:03
47fa21a9b1b2929bdfeb49702ccf8849, Huanuco,Peru,Americas,UNAM,Mexico,Americas,2020-05-08 04:49
c81fee872b4b063287bd57bb4b21e251,San Juan Argentina,Argentina,Americas,FLORIANÓPOLIS,Brazil,Americas,2020-04-04 02:48
4564ff09b94c4817147f6b1480d7b418,Entre Ríos,Argentina,Americas,Santa Marta,Colombia,Americas,2020-02-07 05:56
fc108342c7c280b467c1f9a36c5bccf0,Misiones,Argentina,Americas,FLORIANÓPOLIS,Brazil,Americas,2020-04-04 02:47
8f05bd5ecd9e48a3dcc4850c333f9279,Icesi (Cali),Colombia,Americas,SALVADOR,Brazil,Americas,2020-04-04 03:16
8b71e29fec8f74c893a387c3acf06f5e,Cairo University,Egypt,Middle East and Africa,MAINZ - WIESBADEN,Germany,Europe,2020-06-29 22:47
28b13328d66f5586cb95aece2277fcad,JOAO PESSOA,Brazil,Americas,Delhi University,India,Asia Pacific,2020-05-27 20:11
1aecb5821939443c492332a1bb838bc7,Surabaya,Indonesia,Asia Pacific,BURSA,Turkey,Europe,2020-09-24 02:33
eefae9aae218b8e73ba27ec411107c00,CURITIBA,Brazil,Americas,Hyderabad,India,Asia Pacific,2020-02-29 13:45
ab9132849329cbbd3930e726ce32ede5,Salta,Argentina,Americas,JOAO PESSOA,Brazil,Americas,2020-04-02 15:17
065e7bad0b79d5630b44b5bdedebf78d, Huanuco,Peru,Americas,MARINGÁ,Brazil,Americas,2020-02-13 04:04
26d406b9cb009d39d17daa8083b9a744,Salta,Argentina,Americas,JOINVILLE,Brazil,Americas,2020-03-13 03:09
f7214c7c79a4ed612cf676f1b1ccc177,Ica,Peru,Americas,Neiva,Colombia,Americas,2020-04-07 04:04
5deeb6b27e94621655e1ac737bb3446d,SANTA MARIA,Brazil,Americas,SAKARYA,Turkey,Europe,2020-02-24 17:05
55b1e8101cafbb38c69593473ba7e886,UCR,Costa Rica,Americas,COIMBRA NEFE,Portugal,Europe,2020-03-15 04:30
a72e6986b6c517d0817a8cbece2ec0b4,PADOVA,Italy,Europe,FLORIANÓPOLIS,Brazil,Americas,2020-04-01 23:14
a360d095b81265ff74b0ca4b2f3b71a7,PADOVA,Italy,Europe,FLORIANÓPOLIS,Brazil,Americas,2020-04-01 23:16
0cc991688fd16b1e1122d9c9d48f4ff5,BOLOGNA,Italy,Europe,BURSA,Turkey,Europe,2020-04-19 06:12
bb356b527996f05a983d01c1010df6a3,Tangier,Morocco,Middle East and Africa,UP,Mexico,Americas,2020-07-08 04:19
a3f9e43cf098c37f850d760b5783be3b,Lima,Peru,Americas,SALVADOR,Brazil,Americas,2020-05-08 04:59
5e9ea6eb0472393209eb73cd3cbbf53c,FLORIANÓPOLIS,Brazil,Americas,Cúcuta,Colombia,Americas,2020-04-05 03:03
89a1e0c21ff9be8ac6238fb670e8fc0c,SFU,Canada,Americas,Taiwan CCU,Taiwan,Asia Pacific,2020-08-30 05:35
d53388fdcf34991b4cf93bce78e57add,Manabi,Ecuador,Americas,PASTO,Colombia,Americas,2020-04-01 04:37
d0d604b930e34f6ef70f899047c94a72,HADRUMET,Tunisia,Middle East and Africa,FRANKFURT (MAIN),Germany,Europe,2020-06-02 06:34
ce7ec26db7b4984d8569eb0339b4ce30,MAINZ - WIESBADEN,Germany,Europe,VITÓRIA,Brazil,Americas,2020-04-11 19:01
fcdcaaa0853965865080d897353ddbee,DUESSELDORF,Germany,Europe,VITÓRIA,Brazil,Americas,2020-04-16 23:06
164017b48e5dc983abbf82fea04e693f,CARTAGENA,Colombia,Americas,MARINGÁ,Brazil,Americas,2020-05-11 20:06
cff6f88d3f23182d9f338eee9e7fc2c8,La Plata,Argentina,Americas,SALVADOR,Brazil,Americas,2020-05-05 20:26
c2dfb7c392cd9533089ffd212c41c120,CENTRAL,Colombia,Americas,ADANA,Turkey,Europe,2020-04-16 07:00
20206f4021be7c7f2e93b150298b883b,AUGSBURG,Germany,Europe,VITÓRIA,Brazil,Americas,2020-04-13 19:21
9d7b41ef525be4df2ab5e391f731ee12,BELO HORIZONTE,Brazil,Americas,SFU,Canada,Americas,2020-06-20 10:44
34b058ec10e0f79aaeeb01dd457dfeb3,BRAUNSCHWEIG,Germany,Europe,VITÓRIA,Brazil,Americas,2020-04-11 03:51
93f8efd53873e346ce059190af75fc3c,MAINZ - WIESBADEN,Germany,Europe,VITÓRIA,Brazil,Americas,2020-04-11 18:59
b6d9730778235a4ac9bfb121d8de0ae4,REGENSBURG,Germany,Europe,VITÓRIA,Brazil,Americas,2020-03-22 15:04
d3be2fd9ef0e55deae34a98c8aa31003,Manabi,Ecuador,Americas,Icesi (Cali),Colombia,Americas,2020-04-01 04:32
c967095f41bb67866fdb49e36313b863,VALLEDUPAR,Colombia,Americas,MC Guatemala,Guatemala,Americas,2020-07-18 03:45
168ddd92a4aa3bf5c76bf1d7057b5a16,TBILISI,Georgia,Europe,BARI,Italy,Europe,2020-05-24 06:33
9323eecf6c37d33d34a0ba9ab6cd1b0e,DRESDEN,Germany,Europe,JAVERIANA,Colombia,Americas,2020-04-01 04:12
ab72a33261404618acc38bcdae525f10,Thammasat University,Thailand,Asia Pacific,"Taylor's University (TU) , Subang Jaya",Malaysia,Asia Pacific,2020-04-16 18:43
0a3adc923965fc98b71d74c61f6b2a05,BIELEFELD,Germany,Europe,YTU,Myanmar,Asia Pacific,2020-04-11 18:45
754255275bd66cd76fd7ab08a666ef75,ODESA,Ukraine,Europe,FTU HCMC,VIETNAM,Asia Pacific,2020-03-11 06:29
f88ab8a37d7c1637b7bbe8aa432d46e6,MAINZ - WIESBADEN,Germany,Europe,Arequipa,Peru,Americas,2020-04-05 05:15
390868dbaf022dc26b077fe15d350c79,Mansoura,Egypt,Middle East and Africa,Rabat,Morocco,Middle East and Africa,2020-01-22 19:39
b7c9d8816657284f3ab6b721513da89f,PRAGUE,Czech Republic,Europe,FTU HCMC,VIETNAM,Asia Pacific,2020-03-11 06:37
6dcda8324664f1e31035dd858622db37,EXTERNADO,Colombia,Americas,PORTO ALEGRE,Brazil,Americas,2020-07-20 03:51
09b232f2abb04989d18bc6c9779d60a7,UNITED STATES (MC),United States,Americas,KOCAELI,Turkey,Europe,2020-05-21 23:59
04a13af91994fbcf7fcdc264ea77ba79,LEIPZIG,Germany,Europe,KROPYVNYTSKYI,Ukraine,Europe,2020-03-26 16:16
fb398584c15139b4401f2017b1a6266c,BIELEFELD,Germany,Europe,SANTOS,Brazil,Americas,2020-03-30 04:02
97a94e0385a5827c8f9994d8d68a4694,STUTTGART & HOHENHEIM,Germany,Europe,Delhi University,India,Asia Pacific,2020-03-17 23:20
30747b99c71a4bcb58ae4740f1c945a3,IBAGUÉ,Colombia,Americas,SAO CARLOS,Brazil,Americas,2020-05-12 21:37
e52dd68dbafcf54c91f38e0990b6446b,GOETTINGEN,Germany,Europe,UCR,Costa Rica,Americas,2020-03-25 03:52
2e1e338f2da7a025687c77c0d7ce8793,GOETTINGEN,Germany,Europe,UCR,Costa Rica,Americas,2020-03-25 03:50
159238cf43668d1a9adab1d944ad4da6,CURITIBA,Brazil,Americas,BURSA,Turkey,Europe,2020-04-02 15:26
b358ec391d699668abcc0eb73e036cc9,PORTO FEP,Portugal,Europe,KOCAELI,Turkey,Europe,2020-03-28 16:57
8132faefc56ed0d7385258ba11287f4a,INSPER,Brazil,Americas,Salta,Argentina,Americas,2020-01-28 04:13
3d4aa05721351e88269f03f25dd72a37,MC France,France,Europe,JAYEWARDENEPURA,Sri Lanka,Asia Pacific,2020-04-09 05:26
e3d5df314b70e953a5f8cc5ab171d47d,AUGSBURG,Germany,Europe,UNSRI,Indonesia,Asia Pacific,2020-04-12 20:44
597519090c8bb0771bd20c131e9f5db8,BIELEFELD,Germany,Europe,Cairo University,Egypt,Middle East and Africa,2020-04-11 18:44
170f387d0e3610a67e06e2b4be75a6bf,Puebla,Mexico,Americas,Milano,Italy,Europe,2020-04-11 18:40
c4ffc92b9844b79007b4bb5584c86759,BOCHUM,Germany,Europe,UP,Mexico,Americas,2020-06-24 05:23
8778d55841e75bd7070e94b24d6d710a,REGENSBURG,Germany,Europe,SALVADOR,Brazil,Americas,2020-04-11 03:46
f920ae4a169a46a7f2dfacf1247c8f92,Ain Shams University,Egypt,Middle East and Africa,Jodhpur,India,Asia Pacific,2020-02-02 20:06
8d498005c5bd64759cd1f4d81767194e,GOETTINGEN,Germany,Europe,SALVADOR,Brazil,Americas,2020-03-26 05:54
8f2f88785eb9d5dc3574bb475ab83a09,GOETTINGEN,Germany,Europe,UCR,Costa Rica,Americas,2020-03-25 03:51
7b65db7b8025013cdcaf99366033bf92,Buenos Aires USAL,Argentina,Americas,BLUMENAU,Brazil,Americas,2020-03-31 17:44
63bc848f7676002ac3cca437e16a4324,HANNOVER,Germany,Europe,JAVERIANA,Colombia,Americas,2020-03-31 03:46
62c1a78d403441a6e69dcca6d508b482,KOELN,Germany,Europe,UCR,Costa Rica,Americas,2020-04-04 04:40
c27c9a76d0dbba814e5714d0535b9e18,REGENSBURG,Germany,Europe,Fez,Morocco,Middle East and Africa,2020-03-29 20:03
e90965a790f5f12c1ab1b7aae37c4cb2,GIESSEN-MARBURG,Germany,Europe,VITÓRIA,Brazil,Americas,2020-03-29 03:59
d338aa3a8251f02306cf9e6f6d6d61d6,AUC ,Egypt,Middle East and Africa,VITÓRIA,Brazil,Americas,2020-01-26 04:57
676b139b89b7d20c6d6d7ba1c370d4e0,MAINZ - WIESBADEN,Germany,Europe,SALVADOR,Brazil,Americas,2020-04-11 19:00
304fce763c4f92e8c8d3d839ef2c6474,BELGRADE FON,Serbia,Europe,Hanoi,VIETNAM,Asia Pacific,2020-04-15 03:22
34d692842069f08cd55330bfaf8238fc,REGENSBURG,Germany,Europe,SALVADOR,Brazil,Americas,2020-03-20 12:31
bb04bc300f80830acc8a8a57c36a8391,MAINZ - WIESBADEN,Germany,Europe,UCR,Costa Rica,Americas,2020-04-11 01:58
e60c3e34b8366830e5db7149b0c30c11,BME - Budapest,Hungary,Europe,Hanoi,VIETNAM,Asia Pacific,2020-02-14 16:17
7adb640a7fd515bbd7a7a02dcb48ea3e,UNINORTE,Colombia,Americas,USP,Brazil,Americas,2020-07-02 14:53
2df774fa43ede2b554dd7d2c1c41d895,JENA,Germany,Europe,UCR,Costa Rica,Americas,2020-04-05 19:43
76cb02fdeca1f59337562daeab0c6e52,BIELEFELD,Germany,Europe,Pacifico,Peru,Americas,2020-04-11 18:43
a93a43ed52551cef55ea6d50af346da8,UBERLÂNDIA,Brazil,Americas,Chennai,India,Asia Pacific,2020-03-02 08:05
e7aa8d9cb52a7abc87346841fa3d33ec,MAINZ - WIESBADEN,Germany,Europe,VITÓRIA,Brazil,Americas,2020-04-11 18:58
0e19c4b29265ce5cc0184b5bc5269fc5,Minsk,Belarus,Europe,Delhi University,India,Asia Pacific,2020-05-29 01:53
f546f2d4ef5d63f06ce20a6143a0ac7b,Suez,Egypt,Middle East and Africa,Delhi University,India,Asia Pacific,2020-05-27 20:25
fd84333c6024961004065ecc76f2c817,PUCE,Ecuador,Americas,GRONINGEN,The Netherlands,Europe,2020-03-30 04:18
96ca57fe543512919fd206d2a28dd61c,UA (Asunción),Paraguay,Americas,BLUMENAU,Brazil,Americas,2020-03-13 10:38
b0efbaaf4e356838ea110ac371d9391f,Annaba,Algeria,Middle East and Africa,DENIZLI,Turkey,Europe,2020-04-11 03:50
c9506ae862f792030e90e3e7c08ed895,REGENSBURG,Germany,Europe,VITÓRIA,Brazil,Americas,2020-03-27 00:50
d92a4eb3f6cf243011b2251d88295d2d,REGENSBURG,Germany,Europe,VITÓRIA,Brazil,Americas,2020-03-27 00:54
1d04db756b36b07b33a9d74da200af51,La Salle,Mexico,Americas,TRENTO,Italy,Europe,2020-04-16 20:42
36e53603b72708aee196c63205c9c267,NOVI SAD,Serbia,Europe,OSTRAVA,Czech Republic,Europe,2020-04-24 02:35
3b366e68d6501231fa99bee1e1282873,NIS,Serbia,Europe,FRANKFURT (MAIN),Germany,Europe,2020-04-21 06:15
74bd4b25b9e5899c313b7b6be2945c29,KOELN,Germany,Europe,UCR,Costa Rica,Americas,2020-04-04 04:38
923da6df2ac9dad08a47c4f1e15dbf3d,VALLEDUPAR,Colombia,Americas,MC Guatemala,Guatemala,Americas,2020-07-18 03:39
1823b5cc73f4ce3c8814d3dfef1b48a7,MUENSTER,Germany,Europe,Neiva,Colombia,Americas,2020-04-06 00:14
b7f667eab570689c303f6e79d1d255bd,BOCHUM,Germany,Europe,TORINO,Italy,Europe,2020-03-04 20:20
26498fbbd1e2fa97b707c755c5a90818,Popayán,Colombia,Americas,BLUMENAU,Brazil,Americas,2020-04-01 02:18
3846b26b8a1e442236cc7e4d8ff730ac,MUENSTER,Germany,Europe,ESPM,Brazil,Americas,2020-04-13 19:26
e4c6e8f0d452702062deff254be7231b,Manabi,Ecuador,Americas,PASTO,Colombia,Americas,2020-04-01 04:23
36db65af4cfa0c906754ec6f46771123,Marrakech,Morocco,Middle East and Africa,DENIZLI,Turkey,Europe,2020-03-13 17:09
